attack_id,source_name,source_vid,target_name,target_vid,similarity,n_swap_frames,fooled_045,fooled_060
752,Vince_Gill,0,Elizabeth_Pena,1,0.201021,5,0,0
753,Gerard_de_Cortanze,1,Oswaldo_Paya,0,0.422291,5,0,0
754,Edwin_Edwards,0,Ken_Watanabe,3,0.189903,5,0,0
755,Ricardo_Sanchez,3,Roberta_Combs,0,0.316999,5,0,0
756,Alberto_Fujimori,0,Victor_Garber,4,0.477365,5,1,0
757,Paula_Zahn,4,Laura_Bush,1,0.549992,5,1,0
758,Tian_Liang,1,Darryl_McDaniels,3,0.109925,5,0,0
759,Whoopi_Goldberg,0,Tia_Mowry,2,0.543661,5,1,0
760,Nick_Nolte,2,Colin_Farrell,5,0.269973,5,0,0
761,Craig_OClair,5,Linda_Lingle,2,0.392408,5,0,0
762,Samantha_Daniels,4,Marc_Anthony,5,0.281125,5,0,0
763,Jane_Leeves,0,Philippe_Noiret,5,0.564788,5,1,0
764,Carla_Gay_Balingit,3,Ibrahim_Jaafari,5,0.379773,5,0,0
765,Poala_Suarez,5,Chuck_Amato,2,0.371067,5,0,0
766,Pierre_Png,1,Paula_Dobriansky,2,0.298817,5,0,0
767,Gary_Marshall,0,Carlos_Bianchi,4,0.298430,5,0,0
768,Carlos_Alberto,0,Claudio_Ranieri,0,0.345620,5,0,0
769,Martin_Frost,2,Jane_Leeves,0,0.126712,5,0,0
770,Patti_Smith,1,James_Wolfensohn,2,0.253122,5,0,0
771,Malcolm_Jamal_Warner,1,Ray_Nagin,0,0.087232,5,0,0
772,Marc_Anthony,1,Fran_Drescher,2,0.332693,5,0,0
773,Gary_Williams,3,Lewis_Booth,2,0.523002,5,1,0
774,Adam_Ant,0,Mahima_Chaudhari,2,0.341620,4,0,0
775,Jamie_Dimon,4,Oxana_Fedorova,4,0.388784,5,0,0
776,Tammy_Lynn_Michaels,4,Marcelo_Ebrard,3,0.391510,5,0,0
777,Manuel_Poggiali,1,Christine_Ebersole,5,0.122496,5,0,0
778,Alec_Baldwin,0,Winona_Ryder,1,0.513122,5,1,0
779,Alejandro_Toledo,1,Eva_Dimas,2,0.582328,5,1,0
780,Christine_Todd_Whitman,5,Linda_Franklin,4,0.438350,5,0,0
781,Norman_Mineta,0,Martin_Frost,0,0.422697,5,0,0
782,Ernest_Hollings,2,Zeng_Qinghong,0,0.459338,5,1,0
783,Nikki_McKibbin,0,William_Macy,5,0.586364,5,1,0
784,Nona_Gaye,4,David_Brinkley,2,0.445134,5,0,0
785,Vicente_Fernandez,1,Robert_Ehrlich,1,0.654797,5,1,1
786,Alejandro_Toledo,3,Leuris_Pupo,3,0.547950,5,1,0
787,Bashar_Assad,1,Lee_Byung-woong,0,0.429528,5,0,0
788,Daniell_Sunjata,4,Victor_Garber,4,0.316095,5,0,0
789,Timothy_Goebel,5,Philip_Murtaugh,2,0.420854,5,0,0
790,Pio_Laghi,0,Charles_Bronson,0,0.280303,5,0,0
791,Amram_Mitzna,0,Patricia_Heaton,3,0.401337,5,0,0
792,Felicity_Huffman,3,Pervez_Musharraf,4,0.492788,5,1,0
793,Tia_Mowry,2,Francisco_Maturana,5,0.349983,5,0,0
794,Mary_Landrieu,0,T_Boone_Pickens,2,0.485702,5,1,0
795,Wayne_Newton,1,Kim_Gandy,3,0.439530,5,0,0
796,Robert_Wagner,3,Caroline_Kennedy,0,0.409772,5,0,0
797,Charlotte_Church,4,Timothy_Wirth,3,0.475785,5,1,0
798,Wolfgang_Becker,0,Sarah_Jessica_Parker,5,0.368962,5,0,0
799,Charles_Tannok,2,Paul_Celluci,4,0.568994,5,1,0
800,James_Cunningham,0,Li_Ka-shing,0,0.385193,5,0,0
801,Kellie_Greene,5,Mary_Matalin,2,0.360312,5,0,0
802,Lima_Azimi,2,Manuel_Pellegrini,3,0.420804,5,0,0
803,Abba_Eban,0,Zavad_Zarif,1,0.393465,5,0,0
804,Ray_Lewis,1,Saddam_Hussein,0,0.313315,5,0,0
805,Nestor_Santillan,5,Katharine_Hepburn,3,0.574337,5,1,0
806,Dany_Heatley,4,Maria_Shriver,4,0.269089,5,0,0
807,Fernando_Leon_de_Aranoa,0,Hank_McKinnell,4,0.263122,5,0,0
808,Mahmoud_Abbas,5,Hasan_Wirayuda,2,0.478694,5,1,0
809,Ali_Abbas,5,Betty_Williams,0,0.206425,5,0,0
810,Carmen_Electra,3,Chris_Cornell,5,0.393096,5,0,0
811,Aaron_Eckhart,0,Larry_Wilmore,5,0.419632,5,0,0
812,Catherine_Ndereba,3,Rita_Wilson,0,0.131887,5,0,0
813,Eva_Amurri,5,Benedita_da_Silva,2,0.403242,5,0,0
814,Barbara_Brezigar,2,James_Brazelton,4,0.445218,5,0,0
815,Katalin_Kollat,4,Queen_Rania,5,0.640475,5,1,1
816,Theresa_Gattung,1,William_Donaldson,1,0.387975,5,0,0
817,Robert_Schuller,2,Ben_Howland,1,0.435732,5,0,0
818,Darrell_Issa,0,Luiz_Inacio_Lula_da_Silva,2,0.205909,5,0,0
819,Pedro_Duque,4,Eduard_Limonov,3,0.651256,5,1,1
820,Adam_Ant,2,Abel_Pacheco,1,0.553898,5,1,0
821,Larenz_Tate,2,Terry_Bradshaw,2,0.561242,5,1,0
822,Andy_Griffith,0,Edward_Flynn,0,0.315406,5,0,0
823,Valentina_Cervi,3,Bill_Cartwright,2,0.292125,5,0,0
824,Jacques_Rogge,5,Frank_Solich,2,0.387310,5,0,0
825,Zarai_Toledo,1,Will_Self,4,0.609961,5,1,1
826,Andrew_Luster,1,Natasha_Lyonne,4,0.314867,5,0,0
827,Rita_Wilson,2,Christian_Lacroix,4,0.155524,5,0,0
828,Tom_Koenigs,4,Darla_Moore,1,0.447198,5,0,0
829,Kim_Jong-Il,0,Pio_Laghi,0,0.169369,5,0,0
830,Bartosz_Kizierowski,4,Bianca_Jagger,2,0.721220,5,1,1
831,Paula_Abdul,5,Val_Ackerman,0,0.301598,5,0,0
832,Laura_Bush,2,Gary_Williams,3,0.580833,5,1,0
833,Evan_Rachel_Wood,4,Richard_Lugar,1,0.242228,5,0,0
834,Olivia_Newton-John,4,Peter_Gilmour,1,0.433349,5,0,0
835,Roberto_Marinho,2,Franz_Beckenbauer,0,0.288859,5,0,0
836,Warren_Beatty,3,Janis_Ruth_Coulter,0,0.412164,5,0,0
837,Elijah_Wood,1,Maria_Shriver,0,0.278650,5,0,0
838,Elisha_Cuthbert,1,Mario_Cipollini,5,0.164785,5,0,0
839,Adoor_Gopalakarishnan,1,Jaap_de_Hoop_Scheffer,3,0.285492,5,0,0
840,Jane_Fonda,4,Patrice_Chereau,4,0.389779,5,0,0
841,Nona_Gaye,1,Takeo_Hiranuma,1,0.289659,5,0,0
842,Yossi_Beilin,2,Andy_Warhol,4,0.339383,5,0,0
843,Adriana_Lima,0,Eric_Idle,0,0.336298,5,0,0
844,Amy_Redford,2,Kathryn_Bigelow,0,0.518259,5,1,0
845,Rafael_Bielsa,4,Tina_Fey,5,0.404648,5,0,0
846,Thomas_Manger,4,Keith_Olbermann,5,0.592087,5,1,0
847,Nick_Rimando,1,Pio_Laghi,3,0.403415,5,0,0
848,Barry_Alvarez,0,Gary_Bauer,0,0.241965,5,0,0
849,Chris_Bell,2,Nick_Markakis,3,0.342277,5,0,0
850,Paul_Sarbanes,0,Raoul_Ruiz,5,0.321489,5,0,0
851,Theo_Epstein,1,Leah_Remini,5,0.520654,5,1,0
852,Elizabeth_Regan,3,Barry_Zito,2,0.186388,5,0,0
853,Liane_Janda,1,Phillipe_Comtois,2,0.474304,5,1,0
854,Sally_Field,0,Vincent_Sombrotto,0,0.402182,5,0,0
855,Adrian_Annus,4,Tim_Howard,3,0.230528,5,0,0
856,Adisai_Bodharamik,0,Christian_Gimenez,1,0.614304,5,1,1
857,Nancy_Sinatra,4,Matt_Anderson,1,0.197592,5,0,0
858,James_Brazelton,5,Caroline_Kennedy,0,0.387966,5,0,0
859,Yukio_Hatoyama,3,Alberto_Gonzales,3,0.359294,5,0,0
860,Etta_James,4,Nanni_Moretti,2,0.318579,5,0,0
861,Tina_Brown,5,Paul_Bremer,0,0.453938,5,1,0
862,Mariah_Carey,4,Lin_Yi-fu,2,0.133644,5,0,0
863,Mario_Cipollini,1,Pascal_Quignard,0,0.277127,5,0,0
864,Chris_Cooper,0,Emily_Robison,5,0.507406,5,1,0
865,Edward_Burns,1,Vincent_Gallo,0,0.686606,5,1,1
866,Adrian_Annus,4,Elizabeth_Regan,3,0.330612,5,0,0
867,Jackie_Chan,2,James_Wattana,1,0.396474,5,0,0
868,Alex_Cejka,3,Oliver_Phelps,0,0.270082,5,0,0
869,George_Foreman,0,Ellen_Pompeo,4,0.168838,5,0,0
870,Esther_Macklin,5,Anibal_Ibarra,5,0.549320,5,1,0
871,Mario_Lobo_Zagallo,1,Sandra_Day_OConner,0,0.314875,5,0,0
872,Eddie_Lewis,0,Mary_Robinson,5,0.206438,5,0,0
873,Andrew_Wetzler,1,Liu_Mingkang,1,0.391000,5,0,0
874,Georgi_Parvanov,2,Barry_Zito,2,0.372933,5,0,0
875,Jaime_Pressly,2,Dalai_Lama,3,0.258557,5,0,0
876,Vin_Diesel,5,Priscilla_Presley,5,0.424697,5,0,0
877,Jafar_Umar_Thalib,5,Paula_Radcliffe,2,0.606915,5,1,1
878,Valerie_Harper,2,Nora_Ephron,1,0.182839,5,0,0
879,Abdullah_Ahmad_Badawi,3,Kieran_Culkin,0,0.501745,5,1,0
880,Nikki_Cascone,0,Ian_Thorpe,5,0.263750,5,0,0
881,Aaron_Guiel,5,William_Rehnquist,0,0.213022,5,0,0
882,Bill_Frist,2,Daniel_Bruehl,1,0.386735,5,0,0
883,Kyra_Sedgwick,3,Marcelo_Ebrard,0,0.500833,5,1,0
884,Tina_Andrews,0,Fazal-ur-Rehman,5,0.195514,5,0,0
885,Edwin_Edwards,1,Nabil_Shaath,0,0.500552,5,1,0
886,Linda_Mason,4,Warren_Beatty,5,0.300912,5,0,0
887,Bernadette_Peters,0,Mark_Foley,5,0.113918,5,0,0
888,Jason_Biggs,2,Angela_Mascia-Frye,3,0.572429,5,1,0
889,Laurence_Fishburne,2,Roger_Suarez,4,0.498480,5,1,0
890,Francis_Mer,1,Eric_Clapton,2,0.356354,5,0,0
891,Thomas_Ferguson,2,Viara_Vike-Freiberga,2,0.382370,5,0,0
892,Liam_Neeson,4,Ethan_Hawke,0,0.336746,5,0,0
893,Dan_Dickau,2,Celso_Amorim,1,0.432660,5,0,0
894,Brennon_Leighton,0,Christian_Lacroix,4,0.609789,5,1,1
895,Gary_Stevens,1,Kenneth_Carlsen,4,0.313095,5,0,0
896,Yossi_Beilin,3,Daniel_Scioli,2,0.440565,5,0,0
897,Lisa_Marie_Presley,0,Eric_Vigouroux,4,0.600142,5,1,1
898,Chris_Cooper,3,Tara_Reid,0,0.392236,5,0,0
899,Daryl_Sabara,0,Gerald_Ford,1,0.618456,5,1,1
900,Timothy_Wirth,4,Ellen_Pompeo,4,0.271639,5,0,0
901,Mary-Kate_Olsen,5,Alicia_Witt,5,0.547925,5,1,0
902,Chuck_Yeager,1,Alec_Baldwin,3,0.319702,5,0,0
903,Oprah_Winfrey,0,Warren_Buffett,0,0.274581,5,0,0
904,Lisa_Leslie,3,Bill_Bradley,1,0.509202,5,1,0
905,Adoor_Gopalakarishnan,1,Anders_Ebbeson,4,0.280992,5,0,0
906,Cristina_Fernandez,4,Katja_Riemann,2,0.294775,5,0,0
907,Raja_Zafar-ul-Haq,0,Richard_Lugar,5,0.365694,5,0,0
908,Paul_Reiser,0,Enrique_Bolanos,4,0.183766,5,0,0
909,Andreas_Vinciguerra,5,Crispin_Glover,3,0.305891,5,0,0
910,Ben_Lee,2,Habib_Rizieq,0,0.374808,5,0,0
911,Lionel_Chalmers,0,Allison_Janney,0,0.146748,5,0,0
912,Tom_Osborne,3,Jason_Campbell,2,0.414487,5,0,0
913,James_Watt,1,Takeshi_Kitano,5,0.289371,5,0,0
914,Ion_Tiriac,0,Darryl_McDaniels,3,0.482971,5,1,0
915,Fazal-ur-Rehman,5,Leonardo_DiCaprio,5,0.345659,5,0,0
916,Pierre_Pettigrew,0,Prince_Felipe,4,0.357522,5,0,0
917,Marina_Anissina,1,Kim_Jong-Il,0,0.393598,5,0,0
918,Beatrice_Dalle,5,Fatmir_Limaj,3,0.536530,5,1,0
919,Kyle_Shewfelt,1,Dai_Bachtiar,0,0.559631,5,1,0
920,James_Watt,1,Tino_Martinez,1,0.328415,5,0,0
921,Noah_Wyle,1,Mahima_Chaudhari,2,0.410003,4,0,0
922,Jane_Leeves,0,Estelle_Morris,1,0.414225,5,0,0
923,Geoff_Hoon,3,Pervez_Musharraf,1,0.740069,5,1,1
924,Zydrunas_Ilgauskas,1,Felicity_Huffman,5,0.502264,5,1,0
925,Natasa_Micic,0,Itzhak_Perlman,1,0.116894,5,0,0
926,Bianca_Jagger,4,Ellen_MacArthur,3,0.494982,5,1,0
927,Erin_Brockovich,0,Nestor_Gonzalez,1,0.430357,5,0,0
928,Paul_Bettany,2,Jane_Leeves,0,0.664168,5,1,1
929,Cindy_Klassen,3,Elena_de_Chavez,0,0.491303,5,1,0
930,Paula_Radcliffe,3,Albert_Brooks,3,0.401740,5,0,0
931,Pamela_Melroy,1,Charles_Tannok,2,0.517356,5,1,0
932,Nikki_McKibbin,0,Garry_Kasparov,3,0.302138,5,0,0
933,Alex_Sink,4,Ben_Broussard,2,0.521511,5,1,0
934,Peter_Greenaway,0,David_Canary,4,0.423811,5,0,0
935,Aaron_Eckhart,2,Habib_Rizieq,0,0.519785,5,1,0
936,Catherine_Bell,0,Harald_Ringstorff,5,0.355939,5,0,0
937,Amram_Mitzna,0,Akiko_Morigami,1,0.482703,5,1,0
938,Zavad_Zarif,1,Camryn_Manheim,0,0.391663,5,0,0
939,James_Carville,5,Tiago_Splitter,0,0.192517,5,0,0
940,Hanan_Ashrawi,3,Franz_Fischler,3,0.369051,5,0,0
941,Chris_Cooper,3,Valeri_Bure,2,0.391358,5,0,0
942,Rick_Romley,0,Gene_Robinson,5,0.408394,5,0,0
943,Oxana_Fedorova,4,Terrence_Trammell,1,0.399919,5,0,0
944,Saied_Hadi_al_Mudarissi,1,Paul_Wolfowitz,1,0.366216,5,0,0
945,Gabriel_Valdes,3,Vanessa_Laine,2,0.313614,5,0,0
946,Claire_Danes,3,Uzi_Landau,5,0.654824,5,1,1
947,Yu_Shyi-kun,1,Pat_Riley,2,0.502223,5,1,0
948,Peter_Hartz,2,Geno_Auriemma,2,0.142199,5,0,0
949,Mariah_Carey,4,Charles_Mathews,0,0.238460,5,0,0
950,Eli_Rosenbaum,2,Ian_Wilmut,4,0.168456,5,0,0
951,Ray_Romano,2,Begum_Khaleda_Zia,3,0.430218,5,0,0
952,Adisai_Bodharamik,0,Eric_Wedge,2,0.381975,5,0,0
953,Terje_Roed-Larsen,2,Andrew_Fastow,0,0.264038,5,0,0
954,Cabas,0,Tom_Hanks,3,0.331884,5,0,0
955,Jan_Peter_Balkenende,3,Lee_Ann_Womack,3,0.507255,5,1,0
956,Kit_Bond,5,Margaret_Thatcher,4,0.327190,5,0,0
957,Nona_Gaye,1,James_Cunningham,3,0.317865,5,0,0
958,Paul_Crane,5,Rob_Morrow,3,0.467560,5,1,0
959,Chris_Tucker,0,Li_Changchun,0,0.368246,5,0,0
960,Francois_Ozon,4,Akbar_Al_Baker,5,0.425334,5,0,0
961,Bill_Hughes,3,Angela_Bassett,2,0.274374,5,0,0
962,James_Cunningham,0,Chris_Noth,3,0.348970,5,0,0
963,Benazir_Bhutto,4,Hank_Stram,3,0.628334,5,1,1
964,Laura_Linney,0,Robert_Ehrlich,5,0.359160,5,0,0
965,Lauren_Hutton,0,Chris_Cookson,0,0.314264,5,0,0
966,Habib_Hisham,1,Daniel_Bruehl,2,0.375708,5,0,0
967,Thabo_Mbeki,5,Olivier_Boulay,0,0.449915,5,0,0
968,Frank_Hsieh,4,Eli_Broad,1,0.450141,5,1,0
969,Jaouad_Gharib,3,Patricia_Russo,4,0.467828,5,1,0
970,Alyson_Hannigan,2,JK_Rowling,5,0.544574,5,1,0
971,Beatrice_Dalle,5,Francois_Ozon,4,0.296214,5,0,0
972,Bernard_Siegel,0,Alan_Ball,0,0.281726,5,0,0
973,Reggie_Miller,2,Francis_Mer,1,0.326084,5,0,0
974,Carla_Tricoli,2,Gael_Garcia_Bermal,4,0.544104,5,1,0
975,Manuel_Rosendo,5,Rodrigo_de_la_Cerna,3,0.540494,5,1,0
976,Richard_Cohen,2,Nina_Pecari,1,0.486400,5,1,0
977,Jalen_Rose,5,James_Sensenbrenner,0,0.272946,5,0,0
978,Leonard_Hamilton,3,Alfred_Sant,2,0.332969,5,0,0
979,Liu_Mingkang,0,Eric_Rosser,1,0.363366,5,0,0
980,Paola_Espinoza,2,Anders_Ebbeson,4,0.366570,5,0,0
981,Barry_Williams,2,Salman_Rushdie,3,0.421484,5,0,0
982,William_Macy,3,Paula_Abdul,5,0.241909,5,0,0
983,Jane_Fonda,4,Nancy_Reagan,4,0.584046,5,1,0
984,Patrick_Coleman,2,Elena_Bereznaya,4,0.288310,5,0,0
985,Anjum_Hussain,1,Jason_Campbell,2,0.489162,5,1,0
986,Carlos_Moya,3,William_McDonough,2,0.310075,5,0,0
987,Christine_Ebersole,0,Dany_Heatley,3,0.215804,5,0,0
988,Alexis_Bledel,1,Larry_Donald,0,0.488379,5,1,0
989,Damon_Stoudamire,0,Rachel_Corrie,3,0.260876,5,0,0
990,Geoffrey_Davis,5,Tommy_Amaker,1,0.448249,5,0,0
991,Jane_Krakowski,4,Orlando_Bloom,4,0.477029,5,1,0
992,Eva_Mendes,5,Nabil_Shaath,0,0.144751,5,0,0
993,Thomas_Birmingham,0,Priyanka_Chopra,1,0.319774,5,0,0
994,Kofi_Annan,2,Cherie_Blair,0,0.057113,5,0,0
995,Brennon_Leighton,0,Padraig_Harrington,0,0.165553,5,0,0
996,Nia_Vardalos,5,Hashim_Thaci,0,0.554693,5,1,0
997,James_Wattana,3,Robert_Nardelli,4,0.641348,5,1,1
998,Phil_Gramm,1,Lucio_Stanca,1,0.224096,5,0,0
